customer_name,customer_id,end_user,address_a,address_b,postal_city_a,postal_city_b,postal_code_a,postal_code_b,country_a,country_b,process_step,order_ref,product_group,product_name,original_process_step,tech,status,system,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,sent_OB,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,342903185,OSLO,HOMMELVIK,0598,7550,NO,NO,Planning,395795,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,plan & design,Fiber,IN_PROGRESS,SOS,28797318,16.03.2016,,18.03.2016,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,342355080,OSLO,KOPERVIK,0598,4250,NO,NO,Finalizing,395796,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,complete order,Fiber,IN_PROGRESS,SOS,28487115,16.03.2016,23.05.2016,18.03.2016,09.06.2016,23.05.2016,31.05.2016,,29.04.2016,09.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,26628258,OSLO,BORGENHAUGEN,0598,1738,NO,NO,Planning,395797,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,plan & design,Fiber,IN_PROGRESS,SOS,28459959,14.03.2016,,22.03.2016,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,225682689,OSLO,ELVERUM,0598,2409,NO,NO,Planning,395798,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,plan & design,Fiber,IN_PROGRESS,SOS,28545805,16.03.2016,,18.03.2016,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,219153142,OSLO,KRISTIANSAND S,0598,4610,NO,NO,In Execution,394639,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,finalize access,Fiber,IN_PROGRESS,SOS,28322775,04.03.2016,17.03.2016,08.03.2016,20.05.2016,17.03.2016,11.05.2016,,,20.05.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,240958583,OSLO,ÅLESUND,0598,6003,NO,NO,Delivered,394654,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,,Fiber,COMPLETED,SOS,28506743,04.03.2016,17.03.2016,08.03.2016,20.05.2016,17.03.2016,11.05.2016,24.05.2016,24.05.2016,20.05.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,,31091318,OSLO,HAMAR,0598,2317,NO,NO,In Execution,394627,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,finalize access,Fiber,IN_PROGRESS,SOS,28922472,04.03.2016,31.03.2016,08.03.2016,08.06.2016,31.03.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,31105692,OSLO,FURNES,0598,2320,NO,NO,Finalizing,395778,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,complete order,Fiber,IN_PROGRESS,SOS,28473799,16.03.2016,20.05.2016,18.03.2016,07.06.2016,20.05.2016,27.05.2016,,14.04.2016,07.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,341365579,OSLO,STOKKE,0598,3160,NO,NO,Planning,395780,Ethernet,Ethernet Aksess Fiber 20 Mbps off-nett,plan & design,Fiber,IN_PROGRESS,SOS,28733408,16.03.2016,,01.04.2016,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,191704198,OSLO,STORD,0598,5411,NO,NO,Finalizing,395783,Ethernet,Ethernet Aksess Fiber 50 Mbps off-nett,complete order,Fiber,IN_PROGRESS,SOS,28593646,16.03.2016,20.05.2016,18.03.2016,06.06.2016,20.05.2016,26.05.2016,,27.04.2016,06.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,256971689,OSLO,RÅDAL,0598,5239,NO,NO,Finalizing,395785,Ethernet,Ethernet Aksess Fiber 100 Mbps off-nett,complete order,Fiber,IN_PROGRESS,SOS,28480122,16.03.2016,20.05.2016,18.03.2016,08.06.2016,20.05.2016,30.05.2016,,19.04.2016,08.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,65116964,OSLO,FØRRESFJORDEN,0598,5563,NO,NO,Finalizing,395786,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,complete order,Fiber,IN_PROGRESS,SOS,28663304,16.03.2016,23.05.2016,18.03.2016,08.06.2016,23.05.2016,30.05.2016,,14.04.2016,08.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,119611228,OSLO,VOSS,0598,5705,NO,NO,In Execution,397046,Ethernet,Ethernet Aksess Fiber 50 Mbps off-nett,finalize access,Fiber,IN_PROGRESS,SOS,28688782,05.04.2016,25.05.2016,05.04.2016,15.06.2016,25.05.2016,08.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,119613062,OSLO,VOSS,0598,5709,NO,NO,Planning,399091,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,plan & design,Fiber,IN_PROGRESS,SOS,28543209,10.05.2016,,25.05.2016,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,44212762,OSLO,STATHELLE,0598,3962,NO,NO,Planning,399095,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,plan & design,Fiber,IN_PROGRESS,SOS,28556103,12.05.2016,,25.05.2016,,,,,,,1,31.05.2016 08:23:10
IP-Only Telecommunication Networks AB,200626,IP-Only Telecommunication Networks AB,285702887,89252815,OSLO,DOLMØY,0598,7252,NO,NO,Validation,399096,Ethernet,Ethernet Aksess Fiber 10 Mbps off-nett,validate & disp.,Fiber,IN_PROGRESS,SOS,,12.05.2016,,,,,,,,,1,31.05.2016 08:23:10
BOLLORE LOGISTICS NORWAY AS,212714,BOLLORE LOGISTICS NORWAY AS,451667511,285683581,GARDERMOEN,OSLO,2060,0277,,,Validation,5502496,Ethernet,Ethernet Punkt til Punkt 20 Mbps,validate & disp.,Other,NEW,SOS,,29.12.2015,,,,,,,,,1,31.05.2016 08:23:10
Sitecom AS,214248,Sitecom as,133207045,,DRAMMEN,,3041,,,,In Execution,5503391,Internet,Internett Fiber 10 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28651596,31.03.2016,19.04.2016,01.04.2016,24.05.2016,19.04.2016,11.05.2016,,,24.05.2016,1,31.05.2016 08:23:10
Atea AS.,260572,"2310 - Helfo Oslo, Grenseveien 99",285698771,,OSLO,,0663,,NO,,Finalizing,394851,IPVPN,IPVPN Fiber 8 Mbps (onnett),complete order,Fiber,IN_PROGRESS,SOS_SUGAR,28518726,07.03.2016,01.04.2016,08.03.2016,08.07.2016,01.04.2016,01.04.2016,,01.04.2016,08.07.2016,1,31.05.2016 08:23:10
Drammen Kommune IKT Tjeneste,211650,Drammen kommune,,133184321,DRAMMEN,DRAMMEN,3044,3044,,NO,Delivered,398042,Ethernet,Ethernet Punkt til Punkt 2 Mbps,,Other,COMPLETED,SOS,28536920,31.03.2016,25.04.2016,22.04.2016,12.05.2016,25.04.2016,03.05.2016,09.05.2016,09.05.2016,12.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,"Bohus Møbelhuset, Gol",176202117,,GOL,,3550,,NO,,Delivered,404094,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,32649978,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,"Bohus Møbelhuset, Gol",176202117,,GOL,,3550,,NO,,Delivered,404093,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,32649978,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Andreas Andresen AS,201105777,,TØNSBERG,,3112,,NO,,Delivered,404083,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28104254,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Leto Jessheim,158071943,,JESSHEIM,,2052,,NO,,Delivered,404086,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28312051,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Atea AS.,260572,"2300 - Helfo HK, Tønsberg, Kjelleveien 21",201105868,,TØNSBERG,,3125,,NO,,In Execution,394848,IPVPN,IPVPN Fiber 50 Mbps (onnett),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28898576,07.03.2016,19.05.2016,08.03.2016,08.07.2016,01.04.2016,20.04.2016,,,08.07.2016,1,31.05.2016 08:23:10
Atea AS.,257661,411120-ro01 Skjoldvegen barnevernsenter,256890555,,NESTTUN,,5221,,NO,,Validation,404081,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28486066,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,257661,0715-ro01 Fylkesnemnda for barnevern og sosiale saker i Møre og Romsdal,38965769,,MOLDE,,6412,,NO,,Validation,404085,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28554875,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
IKT GRUPPEN AS,274212,ANICURA AS,72043949,,SANDVIKA,,1337,,,,In Execution,5503936,Internet,Internett Fiber 10 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28801043,18.05.2016,20.05.2016,19.05.2016,23.06.2016,20.05.2016,14.06.2016,,,23.06.2016,1,31.05.2016 08:23:10
Atea AS.,257661,210120-ro01 Ås Ungdomssenter,125005463,,ÅS,,1430,,NO,,Validation,404099,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28600578,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,257661,"330032-ro01 Geithus ungdoms- og familiesenter, avdeling Vestre Kjenner",140304436,,LIERSKOGEN,,3420,,NO,,Validation,404088,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28562878,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,"2326 - Helfo Øst, Brumunddal, Brugata 17",32040208,,BRUMUNDDAL,,2380,,NO,,In Execution,394859,IPVPN,IPVPN Fiber 4 Mbps (offnett),finalize access,Fiber,IN_PROGRESS,SOS,28948675,07.03.2016,02.05.2016,08.03.2016,08.07.2016,02.05.2016,10.06.2016,,,08.07.2016,1,31.05.2016 08:23:10
Nordisk Film & TV Fond,213559,Nordisk Film & Tv Fond,285722519,,OSLO,,0164,,NO,,Planning,394885,Internet,Internett Fiber 200 Mbps (onnet),plan & design,Fiber,IN_PROGRESS,SOS,28156,07.03.2016,,15.03.2016,,,,,,,1,31.05.2016 08:23:10
Basefarm as,164575,Basefarm AS (driftssenter 2),93198233,,RASTA,,1476,,NO,,Planning,404097,IPVPN,IPVPN MultiAksess (NNI) 1 GE port,plan & design,Other,IN_PROGRESS,SOS,28598268,18.05.2016,,30.05.2016,,,,,,,1,31.05.2016 08:23:10
Bohus AS (4),213433,Hustad Møbler Verdal AS,108130157,,VERDAL,,7650,,NO,,Delivered,404087,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28315024,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Atea AS.,257661,411410-ro01 Ungdomsbasen i Fyllingsdalen,256964109,,FYLLINGSDALEN,,5145,,NO,,Validation,404082,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28492818,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,"2351 - Helfo Midt-Norge, Orkdal, Sandenveien 5",114477826,,ORKANGER,,7300,,NO,,Finalizing,394883,IPVPN,IPVPN Fiber 4 Mbps (offnett),complete order,Fiber,IN_PROGRESS,SOS,28345265,07.03.2016,12.04.2016,08.03.2016,08.07.2016,12.04.2016,20.04.2016,,10.05.2016,08.07.2016,1,31.05.2016 08:23:10
NetNordic Bedriftskommunikasjon AS,163314,Integra Aviation,72042617,,FORNEBU,,1364,,NO,,In Execution,403421,Internet,Internett Fiber 100 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28624397,10.05.2016,27.05.2016,11.05.2016,27.06.2016,27.05.2016,16.06.2016,,,27.06.2016,1,31.05.2016 08:23:10
VIKEN TAXI HORTEN DA,273719,Viken Horten taxi DA,187352340,,HORTEN,,3182,,,,In Execution,5503829,Internet,Internett Fiber 30 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28476515,10.05.2016,27.05.2016,11.05.2016,04.07.2016,27.05.2016,23.06.2016,,,04.07.2016,1,31.05.2016 08:23:10
AV-Fusion,210360,Caverion Norge AS,133192705,,DRAMMEN,,3012,,NO,,In Execution,404105,Internet,Internett SHDSL 2 Mbps (oa),finalize access,DSL,IN_PROGRESS,SOS,28594795,18.05.2016,25.05.2016,19.05.2016,16.06.2016,25.05.2016,07.06.2016,,,16.06.2016,1,31.05.2016 08:23:10
M.Lindhom Linje og Kabel AS,235406,M.Lindhom linje og kabel,372500393,,ARENDAL,,4846,,NO,,In Execution,400923,Internet,Internett Fiber 100 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28713426,26.04.2016,18.05.2016,13.05.2016,23.06.2016,18.05.2016,14.06.2016,,,23.06.2016,1,31.05.2016 08:23:10
Atea AS.,257661,BUF Regionskontor Vest,256859727,,BERGEN,,5004,,NO,,Validation,404109,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28409268,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
RS Elektronikk AS,213598,RS Elektronikk AS,156454513,,BRATTVÅG,,6270,,NO,,Validation,398038,Internet,Internett Fiber 1 Gbps (offnet),validate & disp.,Fiber,NEW,SOS,28869931,31.03.2016,,,,,,,,,1,31.05.2016 08:23:10
HeliFoto AS,209295,Truls Andersen,55727905,,DILLING,,1570,,NO,,In Execution,403258,Internet,Internett ADSL 4400/640 (oa),finalize access,DSL,IN_PROGRESS,SOS,28823274,09.05.2016,19.05.2016,11.05.2016,03.06.2016,19.05.2016,25.05.2016,,,03.06.2016,1,31.05.2016 08:23:10
AFP Operations AS,201975,AFP Operations AS,292958619,,PORSGRUNN,,3920,,NO,,Delivered,404036,Internet,Konfigurasjon,,Other,COMPLETED,SOS,28241243,18.05.2016,18.05.2016,18.05.2016,25.05.2016,18.05.2016,,20.05.2016,20.05.2016,25.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Sortland - Lageret,243764980,,SORTLAND,,8402,,NO,,Delivered,353170,IPVPN,IPVPN SHDSL 4 Mbps (oa),,DSL,COMPLETED,SOS,28584935,16.09.2015,01.10.2015,22.09.2015,13.10.2015,01.10.2015,12.11.2015,09.05.2016,15.03.2016,12.11.2015,1,31.05.2016 08:23:10
Det Norske Misjonsselskap,222009,"grnr 96, brnr 1",,,LAVIK,,6947,,NO,,Finalizing,404095,Internet,Internett ADSL 4100/640 kbps (ws),complete order,DSL,IN_PROGRESS,SOS,28674140,18.05.2016,19.05.2016,19.05.2016,10.06.2016,19.05.2016,01.06.2016,,30.05.2016,10.06.2016,1,31.05.2016 08:23:10
Atea AS.,257661,510410-ro01 Spillumheimen Ungdomsheim,35205417,,SPILLUM,,7820,,NO,,Validation,404106,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28957516,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,257661,Fagteam Bergen,256954907,,BERGEN,,5008,,NO,,Validation,404101,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28654598,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,257661,Gjøvik barnevern- og omsorgssenter Avd ungdomshjem,48680078,,GJØVIK,,2816,,NO,,Validation,404104,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28887554,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
AuroraSpirit AS,272235,AuroraSpirit AS,,,Lyngseidet,,9060,,NO,,In Execution,398051,Internet,Internett Fiber 50 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,,31.03.2016,23.05.2016,28.04.2016,21.06.2016,23.05.2016,10.06.2016,,,21.06.2016,1,31.05.2016 08:23:10
Vestskog SA,268699,Vestskog SA,119610164,,VOSS,,5700,,,,In Execution,5503929,Internet,Internett Fiber 30 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28517115,18.05.2016,30.05.2016,19.05.2016,16.06.2016,30.05.2016,07.06.2016,,,16.06.2016,1,31.05.2016 08:23:10
Telecomputing Norway AS,213455,Tempo as,,,BORGENHAUGEN,,1740,,NO,,Delivered,403440,Internet,Internett Fiber 50 Mbps (onnet),,Fiber,COMPLETED,SOS,28281606,10.05.2016,11.05.2016,11.05.2016,12.05.2016,11.05.2016,12.05.2016,11.05.2016,11.05.2016,12.05.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kalsøy Landhandel,499031388,,LITLAKALSØY,,5388,,NO,,Delivered,404096,IPVPN,IPVPN Offnet <=25 Mbps,,Other,COMPLETED,SOS,28576580,18.05.2016,23.05.2016,19.05.2016,30.05.2016,23.05.2016,30.05.2016,30.05.2016,30.05.2016,30.05.2016,1,31.05.2016 08:23:10
Atea AS.,260572,"2362 - Helfo Nord, Kirkenes, Dr. Wessels gate 19",132371684,,KIRKENES,,9900,,NO,,In Execution,394888,IPVPN,IPVPN Fiber 4 Mbps (offnett),finalize access,Fiber,IN_PROGRESS,SOS,28321683,07.03.2016,12.05.2016,08.03.2016,08.07.2016,12.05.2016,27.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 453 FOYN,201107865,,TØNSBERG,,3126,,NO,,Validation,371084,IPVPN,IPVPN SHDSL 8 Mbps (oa4),validate & disp.,DSL,IN_PROGRESS,SOS,28737466,08.02.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Meny Brotorvet,,,STATHELLE,,3960,,NO,,Planning,371921,IPVPN,IPVPN Fiber 10 Mbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS,28762150,09.02.2016,,10.05.2016,,,,,,,1,31.05.2016 08:23:10
Atea AS.,257661,000060-ro01 Regionskontoret Nord,,,ALTA,,9515,,NO,,Delivered,356079,IPVPN,IPVPN Fiber 50 Mbps (offnett),,Fiber,COMPLETED,SOS,28712528,12.10.2015,21.10.2015,19.10.2015,27.11.2015,21.10.2015,08.01.2016,12.05.2016,12.05.2016,08.01.2016,1,31.05.2016 08:23:10
GRÜNERLØKKA INVEST AS,274207,GRÜNERLØKKA INVEST AS,285698780,,OSLO,,0151,,NO,,In Execution,404116,Internet,Internett Fiber 6 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28930132,18.05.2016,23.05.2016,19.05.2016,24.06.2016,23.05.2016,15.06.2016,,,24.06.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Grøtan Møbler AS,29050529,,BREKSTAD,,7130,,NO,,Delivered,404123,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28991347,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Lager Eidsvoll,160673901,,EIDSVOLL,,2080,,NO,,Delivered,404121,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,28692513,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Bohus AS (4),213433,Bohus Jæren AS,353088474,,BRYNE,,4344,,NO,,Delivered,404117,IPVPN,IPVPN Aktiv Varsling,,Other,COMPLETED,SOS,32285796,18.05.2016,19.05.2016,19.05.2016,20.05.2016,19.05.2016,,19.05.2016,19.05.2016,20.05.2016,1,31.05.2016 08:23:10
Atea AS.,257661,000022-ro01 Fagteam Ski og Ungdomsfamiliane i Akershus,124210327,,SKI,,1400,,NO,,Validation,404107,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28976827,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Phonect AS - 557058,207622,Proffcom,285800134,,OSLO,,0661,,NO,,Planning,404112,IPVPN,IPVPN Fiber 50 Mbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,28832458,18.05.2016,,30.05.2016,,,,,,,1,31.05.2016 08:23:10
Phonect AS - 557058,207622,Proffcom,,,OSLO,,0661,,NO,,Planning,404114,IPVPN,IPVPN Fiber 50 Mbps (onnett),plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,28832712,18.05.2016,,30.05.2016,,,,,,,1,31.05.2016 08:23:10
Intility AS,201901,Intility AS - Stockholm,,,Bromma,Bromma,16865,16865,SE,SE,In Execution,394887,Ethernet,Ethernet MultiAksess 1 Gbps,finalize access,Fiber,IN_PROGRESS,SOS,28843477,17.03.2016,27.04.2016,27.04.2016,31.05.2016,27.04.2016,13.05.2016,,,31.05.2016,1,31.05.2016 08:23:10
Atea AS.,257661,"240072-ro01 Alfheim Ungdomshjem, avd. Nordbrødren",237718279,,HALDEN,,1763,,NO,,Validation,404102,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28663932,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,Kiwi 775 Brennåsen,215059160,,BRENNÅSEN,,4647,,NO,,Validation,371783,IPVPN,IPVPN Fiber 4 Mbps (offnett),validate & disp.,Fiber,IN_PROGRESS,SOS,28407100,09.02.2016,,,,,,,,,1,31.05.2016 08:23:10
Nordic Season Products,218992,Nordic Season Products AS,92269148,,KJELLER,,2007,,,,Delivered,5503385,Internet,Internett Fiber 100 Mbps (onnet),,Fiber,COMPLETED,SOS_SUGAR,28494886,31.03.2016,19.04.2016,01.04.2016,06.05.2016,19.04.2016,27.04.2016,20.05.2016,18.05.2016,06.05.2016,1,31.05.2016 08:23:10
Atea AS.,260572,"0542 - NAV Nord-Aurdal, Jernbanevegen 22",184959004,,FAGERNES,,2900,,NO,,Finalizing,363223,IPVPN,IPVPN Fiber 4 Mbps (offnett),complete order,Fiber,IN_PROGRESS,SOS,28362431,29.11.2015,07.03.2016,02.12.2015,08.07.2016,07.03.2016,17.03.2016,,16.03.2016,08.07.2016,1,31.05.2016 08:23:10
Atea AS.,260572,"2360 - Helfo Nord, Rana, Torggata 2",58198373,,MO I RANA,,8622,,NO,,Finalizing,394886,IPVPN,IPVPN Fiber 4 Mbps (offnett),complete order,Fiber,IN_PROGRESS,SOS,28585885,07.03.2016,26.04.2016,08.03.2016,08.07.2016,26.04.2016,02.05.2016,,04.05.2016,08.07.2016,1,31.05.2016 08:23:10
Bacardi Norge AS- 860684,11276722,Bacardi Norge AS,285687072,,OSLO,,0680,,NO,,Delivered,403442,Internet,Internett Fiber 100 Mbps (onnet),,Fiber,COMPLETED,SOS,28103921,10.05.2016,11.05.2016,11.05.2016,13.05.2016,11.05.2016,13.05.2016,11.05.2016,11.05.2016,13.05.2016,1,31.05.2016 08:23:10
Bacardi Norge AS- 860684,11276722,Bacardi Norge AS- 860684,285703984,,OSLO,,0579,,NO,,Delivered,403444,Internet,Internett ADSL 2+ opptil 20000/1000 kbps (oa),,DSL,COMPLETED,SOS,32255496,10.05.2016,13.05.2016,11.05.2016,13.05.2016,13.05.2016,13.05.2016,13.05.2016,13.05.2016,13.05.2016,1,31.05.2016 08:23:10
NetNordic Bedriftskommunikasjon AS,163314,C2U,496903052,,LYSAKER,,1366,,NO,,In Execution,403443,Internet,Internett Fiber 100 Mbps (onnet),finalize access,Fiber,IN_PROGRESS,SOS_SUGAR,28747513,10.05.2016,16.05.2016,11.05.2016,16.06.2016,16.05.2016,07.06.2016,,,16.06.2016,1,31.05.2016 08:23:10
DGC Systems Access,201790,DGC,,,OSLO,OSLO,0352,0352,,NO,Delivered,400615,Ethernet,Ethernet Aksess SHDSL 4000 (oa),,DSL,COMPLETED,SOS,28961422,22.04.2016,28.04.2016,26.04.2016,17.05.2016,28.04.2016,06.05.2016,16.05.2016,16.05.2016,17.05.2016,1,31.05.2016 08:23:10
Håndverkssenter AS,272248,Håndverkssenter AS,17884931,,TORP,,1658,,NO,,Planning,398077,Internet,Internett Fiber 100 Mbps (onnet),plan & design,Fiber,IN_PROGRESS,SOS_SUGAR,28481093,31.03.2016,,01.04.2016,,,,,,,1,31.05.2016 08:23:10
Atea AS.,257661,550410-ro01 Ranheim Vestre,276430861,,RANHEIM,,7054,,NO,,Validation,404103,IPVPN,IPVPN Arbeid Etter Grensesnitt(AEG),validate & disp.,Other,IN_PROGRESS,SOS,28876111,18.05.2016,,,,,,,,,1,31.05.2016 08:23:10
Intility AS,201901,Intility AS - Trondheim,276401738,276401738,TRONDHEIM,TRONDHEIM,7011,7011,NO,NO,Delivered,394892,Ethernet,Ethernet MultiAksess 1 Gbps,,Fiber,COMPLETED,SOS_SUGAR,28586915,07.03.2016,26.04.2016,16.03.2016,29.04.2016,16.03.2016,13.05.2016,04.05.2016,29.04.2016,31.05.2016,1,31.05.2016 08:23:10
Intility AS,201901,Intility AS - Trondheim,276401738,318906282,TRONDHEIM,TRONDHEIM,7011,7031,NO,NO,Delivered,394860,Ethernet,Ethernet Aksess Fiber 1 Gbps on-nett,,Fiber,COMPLETED,SOS_SUGAR,28992042,07.03.2016,18.04.2016,16.03.2016,10.05.2016,16.03.2016,13.05.2016,27.05.2016,04.05.2016,31.05.2016,1,31.05.2016 08:23:10
Intility AS,201901,Intility AS - Trondheim,276401738,,TRONDHEIM,Bromma,7011,16865,NO,SE,In Execution,394843,Ethernet,Ethernet Aksess Fiber 1 Gbps on-nett,finalize access,Fiber,IN_PROGRESS,SOS,28712488,01.04.2016,27.04.2016,27.04.2016,31.05.2016,27.04.2016,13.05.2016,,,31.05.2016,1,31.05.2016 08:23:10
Phonero,241824,NSN,285713967,,OSLO,OSLO,0154,0580,NO,NO,Validation,398114,Capacity,Traffic fee transmission to other networks,validate & disp.,Other,NEW,SOS,10126988,31.03.2016,,,,,,,,,1,31.05.2016 08:23:10
